ResponseId,001 - Rating_1,001 - Rating_2,002 - Rating_1,002 - Rating_2,003 - Rating_1,003 - Rating_2,004 - Rating_1,004 - Rating_2,005 - Rating_1,005 - Rating_2,006 - Rating_1,006 - Rating_2,007 - Rating_1,007 - Rating_2,008 - Rating_1,008 - Rating_2,009 - Rating_1,009 - Rating_2,010 - Rating_1,010 - Rating_2,011 - Rating_1,011 - Rating_2,012 - Rating_1,012 - Rating_2,013 - Rating_1,013 - Rating_2,014 - Rating_1,014 - Rating_2,015 - Rating_1,015 - Rating_2,016 - Rating_1,016 - Rating_2,017 - Rating_1,017 - Rating_2,018 - Rating_1,018 - Rating_2,019 - Rating_1,019 - Rating_2,020 - Rating_1,020 - Rating_2,021 - Rating_1,021 - Rating_2,022 - Rating_1,022 - Rating_2,023 - Rating_1,023 - Rating_2,024 - Rating_1,024 - Rating_2,025 - Rating_1,025 - Rating_2,026 - Rating_1,026 - Rating_2,027 - Rating_1,027 - Rating_2,028 - Rating_1,028 - Rating_2,029 - Rating_1,029 - Rating_2,030 - Rating_1,030 - Rating_2,031 - Rating_1,031 - Rating_2,032 - Rating_1,032 - Rating_2,033 - Rating_1,033 - Rating_2,034 - Rating_1,034 - Rating_2,035 - Rating_1,035 - Rating_2,036 - Rating_1,036 - Rating_2,037 - Rating_1,037 - Rating_2,038 - Rating_1,038 - Rating_2,039 - Rating_1,039 - Rating_2,040 - Rating_1,040 - Rating_2,041 - Rating_1,041 - Rating_2,042 - Rating_1,042 - Rating_2,043 - Rating_1,043 - Rating_2,044 - Rating_1,044 - Rating_2,045 - Rating_1,045 - Rating_2,046 - Rating_1,046 - Rating_2,047 - Rating_1,047 - Rating_2,048 - Rating_1,048 - Rating_2,049 - Rating_1,049 - Rating_2,050 - Rating_1,050 - Rating_2,051 - Rating_1,051 - Rating_2,052 - Rating_1,052 - Rating_2,053 - Rating_1,053 - Rating_2,054 - Rating_1,054 - Rating_2,055 - Rating_1,055 - Rating_2,056 - Rating_1,056 - Rating_2,057 - Rating_1,057 - Rating_2,058 - Rating_1,058 - Rating_2,059 - Rating_1,059 - Rating_2,060 - Rating_1,060 - Rating_2
R_3zjUkGkE3FsX1RL,,,Somewhat agree,Strongly agree,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,Strongly agree,Somewhat agree,,,Neither agree nor disagree,Somewhat agree,,,Somewhat disagree,Strongly disagree,,,Somewhat agree,Strongly agree,,,Somewhat disagree,Strongly disagree,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,,,,,,,Neither agree nor disagree,Somewhat disagree,,
R_5KpdGyLKCFDJS5r,,,,,,,,,,,Strongly disagree,Strongly disagree,,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,Strongly disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neither agree nor disagree,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,,,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,Strongly disagree,Strongly disagree,,,,,Strongly disagree,Strongly disagree,,,,,,,,,,,Strongly disagree,Somewhat disagree,,,Somewhat agree,Strongly agree,,,Strongly disagree,Strongly disagree
R_3pECSJ1nV3ebG8v,,,,,Strongly agree,Somewhat agree,,,,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,Strongly agree,Somewhat agree,,,,,,,,,Somewhat agree,Strongly disagree,,,,,Somewhat agree,Strongly disagree,,,,,,,,,Strongly agree,Somewhat agree,,,,,Somewhat disagree,Strongly disagree,,,,,,,,,Strongly agree,Strongly disagree,,,,,Strongly agree,Strongly disagree,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,,,,,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,,,,,,,,,,,,,Strongly agree,Strongly disagree,,,,,,,,,,,,
R_7ikqRNbiqOG98sh,,,,,,,,,,,,,Somewhat agree,Strongly agree,,,,,Somewhat agree,Strongly disagree,,,,,,,,,Strongly agree,Somewhat agree,,,,,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Strongly disagree,,,,,Strongly agree,Somewhat agree,,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,Strongly agree,Strongly agree,,,Somewhat agree,Somewhat agree,,
R_5hfsgpVmDBRxfr5,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,Strongly agree,Somewhat agree,,,,,,,Somewhat agree,Strongly disagree,,,,,,,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,,,,,,,Strongly agree,Somewhat agree,,,Somewhat agree,Strongly disagree,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,Strongly agree,Somewhat agree,,,Strongly agree,Strongly agree,,,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree
R_32V2gkHfxz9ROBB,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,,,Strongly agree,Strongly agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,
R_7urH6KcIAcTkWCB,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,
R_3fZQKPrA5XxeCM0,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,Somewhat agree,Strongly agree,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Strongly agree,,,,,Somewhat agree,Strongly agree,,,,,,,Somewhat agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,Neither agree nor disagree,Somewhat agree,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,
R_5fjcrirfMR1Dwul,,,,,,,Strongly agree,Somewhat agree,,,,,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Somewhat disagree,,,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,,,,,Strongly agree,Strongly agree,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,,,Somewhat disagree,Somewhat agree,,,,,,,,
R_6HAHLrUWhq9nby4,,,,,,,,,,,Somewhat agree,Somewhat disagree,,,Strongly agree,Somewhat agree,,,,,Somewhat agree,Somewhat disagree,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Strongly agree,,,,,,,Somewhat agree,Somewhat disagree,,,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,,,,,Somewhat disagree,Neither agree nor disagree,,,,,,,Somewhat agree,Strongly disagree,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,
R_5RvyCf53JoQh7Eg,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7HiuT8KLZwyWhV9,,,,,Neither agree nor disagree,Neither agree nor disagree,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,
R_5vQ6Xf1WugueDND,,,,,,,,,Strongly agree,Somewhat agree,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,Somewhat disagree,Strongly disagree,,,,,,,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,,,,,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,Strongly agree,Somewhat agree
R_1paSSMOwVWpJyn2,,,,,Somewhat agree,Somewhat agree,,,,,,,,,Strongly disagree,Strongly disagree,,,,,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,,,,,,,Strongly agree,Strongly agree,,,,,Somewhat disagree,Somewhat agree,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,Strongly disagree,Strongly disagree,,,Strongly disagree,Strongly disagree,,,,,,,Somewhat agree,Somewhat agree,,,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,,,Strongly disagree,Strongly disagree,,,Somewhat agree,Somewhat agree,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,
R_6ieepBYwPOcVPZO,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Neither agree nor disagree,,,Somewhat agree,Neither agree nor disagree,,,Strongly agree,Strongly agree,,,,,,,,,,,,,Somewhat disagree,Strongly disagree,,,Strongly agree,Strongly agree,,,,,,,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,,,Somewhat agree,Strongly agree,,,,,,
R_5Phftz7eKxQRBg1,Strongly agree,Strongly agree,,,,,Somewhat agree,Somewhat agree,,,,,,,Somewhat agree,Somewhat disagree,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,,Strongly agree,Somewhat disagree,,,,,Neither agree nor disagree,Strongly disagree,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,Somewhat agree,Somewhat agree
R_7AWa8yqYLHwffXz,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,,Neither agree nor disagree,Neither agree nor disagree,,,,,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,
R_1PcY1LS2Mfhz64A,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,Strongly disagree,Strongly disagree,,,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,,Somewhat disagree,Strongly disagree,,,,,Somewhat agree,Somewhat disagree,,,Strongly disagree,Strongly disagree,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,Strongly disagree,Strongly disagree,,,Somewhat disagree,Somewhat disagree,,,,,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,
R_7JKsUnPA3jzjDRI,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,,,,,Somewhat disagree,Somewhat disagree,,,,,,,,,Somewhat disagree,Somewhat disagree,,,,,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,,,Strongly disagree,Strongly disagree,,,,,Strongly disagree,Strongly disagree,,,Somewhat agree,Strongly agree,,,,,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,,,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,,,,,,,,
R_5XBVD7OnUiSPYzv,Strongly agree,Strongly agree,,,,,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat disagree,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,,,,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Neither agree nor disagree,,,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,,,,Strongly agree,Somewhat agree,,,,,,,,
R_7iwHIm3XZH8niBo,,,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,Strongly agree,Somewhat disagree,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat agree,,,,,Strongly agree,Strongly disagree,,,,,,,Strongly agree,Somewhat disagree,,,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,,,,,,,,,,,,,Strongly agree,Strongly disagree,,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,,,,,,,,,,,Somewhat disagree,Somewhat agree,,,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,,,,,,,Strongly agree,Somewhat disagree,,
R_5hxwR1AIkCiK5YQ,,,Strongly disagree,Strongly disagree,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree
R_5LqyB71r6ag7pal,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Somewhat disagree,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,
R_7U2V9B5aP4N5bKp,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,,,Somewhat agree,Somewhat disagree,,,Somewhat agree,Strongly disagree,,,,,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat disagree,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat disagree,,,Somewhat agree,Strongly agree,,,,
R_5DAIrNhtzGGUJgt,,,,,,,,,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,,
R_6HnmuPESQ911bSs,Somewhat agree,Strongly agree,,,,,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Strongly agree,,,,,Somewhat agree,Strongly agree,,,,,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,
R_5IME3bnJF5C8vPK,Strongly agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,Neither agree nor disagree,Strongly disagree,,,,,,,Somewhat agree,Strongly disagree,,,,,,,,,Somewhat agree,Strongly disagree,,,,,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,,,,,,,,,,,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,Somewhat agree,Neither agree nor disagree,,,Strongly agree,Somewhat disagree,,,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,,
R_1NOosR37pJud2UA,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat disagree,,,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,,,,,,,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree
R_67re1CUSK65lHix,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,
R_1LjuLUT4Y6CYGNe,,,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly disagree,,,,,Strongly agree,Somewhat disagree,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,,,,,,Strongly agree,Strongly agree,,,,,Somewhat agree,Somewhat agree,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,
R_3Jd1uTp9gkuwtOx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,Strongly agree,Strongly agree,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Somewhat disagree,Neither agree nor disagree,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,Somewhat disagree,Somewhat disagree,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree
R_5dnySa1ce8EsOdt,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,Somewhat agree,Somewhat agree,,,Strongly agree,Strongly agree,,,,,Strongly agree,Somewhat agree,,,,,,,Somewhat agree,Somewhat disagree,,,,,,,,,Strongly agree,Strongly agree,,,,,Somewhat disagree,Somewhat disagree,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,
R_7sEXibfidLgmOWd,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Strongly disagree,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,,,,,,,,,,,,,Neither agree nor disagree,Somewhat disagree,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,,Somewhat agree,Strongly agree,,,,,Strongly disagree,Neither agree nor disagree,,,,,,,,,,,,,Somewhat agree,Somewhat agree
R_3wo5ExxrXHBVtdF,,,,,,,Somewhat agree,Neither agree nor disagree,,,,,,,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,,,Somewhat disagree,Strongly disagree,,,Somewhat disagree,Somewhat disagree,,,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,,,,,,,,,Somewhat disagree,Somewhat disagree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,,,,,,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,,,Somewhat agree,Strongly agree,,,,,,,,,,,,
R_6XoaIFqgUFLI7kJ,Strongly agree,Strongly agree,,,,,Strongly agree,Somewhat agree,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,Somewhat agree,Strongly disagree,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,Somewhat agree,Somewhat agree,,,Strongly agree,Somewhat agree,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,Strongly agree,Strongly disagree,,,,,,,,
