ResponseId,001 - Rating_1,001 - Rating_2,002 - Rating_1,002 - Rating_2,003 - Rating_1,003 - Rating_2,004 - Rating_1,004 - Rating_2,005 - Rating_1,005 - Rating_2,006 - Rating_1,006 - Rating_2,007 - Rating_1,007 - Rating_2,008 - Rating_1,008 - Rating_2,009 - Rating_1,009 - Rating_2,010 - Rating_1,010 - Rating_2,011 - Rating_1,011 - Rating_2,012 - Rating_1,012 - Rating_2,013 - Rating_1,013 - Rating_2,014 - Rating_1,014 - Rating_2,015 - Rating_1,015 - Rating_2,016 - Rating_1,016 - Rating_2,017 - Rating_1,017 - Rating_2,018 - Rating_1,018 - Rating_2,019 - Rating_1,019 - Rating_2,020 - Rating_1,020 - Rating_2,021 - Rating_1,021 - Rating_2,022 - Rating_1,022 - Rating_2,023 - Rating_1,023 - Rating_2,024 - Rating_1,024 - Rating_2,025 - Rating_1,025 - Rating_2,026 - Rating_1,026 - Rating_2,027 - Rating_1,027 - Rating_2,028 - Rating_1,028 - Rating_2,029 - Rating_1,029 - Rating_2,030 - Rating_1,030 - Rating_2,031 - Rating_1,031 - Rating_2,032 - Rating_1,032 - Rating_2,033 - Rating_1,033 - Rating_2,034 - Rating_1,034 - Rating_2,035 - Rating_1,035 - Rating_2,036 - Rating_1,036 - Rating_2,037 - Rating_1,037 - Rating_2,038 - Rating_1,038 - Rating_2,039 - Rating_1,039 - Rating_2,040 - Rating_1,040 - Rating_2,041 - Rating_1,041 - Rating_2,042 - Rating_1,042 - Rating_2,043 - Rating_1,043 - Rating_2,044 - Rating_1,044 - Rating_2,045 - Rating_1,045 - Rating_2,046 - Rating_1,046 - Rating_2,047 - Rating_1,047 - Rating_2,048 - Rating_1,048 - Rating_2,049 - Rating_1,049 - Rating_2,050 - Rating_1,050 - Rating_2,051 - Rating_1,051 - Rating_2,052 - Rating_1,052 - Rating_2,053 - Rating_1,053 - Rating_2,054 - Rating_1,054 - Rating_2,055 - Rating_1,055 - Rating_2,056 - Rating_1,056 - Rating_2,057 - Rating_1,057 - Rating_2,058 - Rating_1,058 - Rating_2,059 - Rating_1,059 - Rating_2,060 - Rating_1,060 - Rating_2
R_3LYjBidWcX7T3mo,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,Somewhat agree,Somewhat agree,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,
R_3VJvcRXM4mhNG0x,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,Strongly agree,Strongly agree,,,,,,,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,,,,,,,Strongly agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,Somewhat agree,Neither agree nor disagree,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,
R_6D6PBkrChss508l,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat disagree,,,,,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,,,,,,,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree
R_3fkIyfPjf94dl8o,,,,,Somewhat agree,Somewhat agree,,,Somewhat disagree,Somewhat disagree,,,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,Neither agree nor disagree,Neither agree nor disagree,,,Somewhat disagree,Somewhat disagree,,,Somewhat disagree,Somewhat disagree,,,Somewhat agree,Somewhat agree,,,,
R_3gw89p3wacWQFRn,,,,,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,Strongly agree,Somewhat agree,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Strongly disagree,,,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,,,,,,,,,,,,Strongly agree,Somewhat disagree,,,,,Somewhat agree,Neither agree nor disagree,,,,,Somewhat agree,Strongly disagree,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,,,,,,,Strongly agree,Somewhat agree,,,,,,
R_53qZezuj1Aowmel,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,,Strongly agree,Strongly disagree,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,,,,Strongly disagree,Somewhat disagree,,,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,Strongly disagree,Strongly disagree,,,,,,,Neither agree nor disagree,Neither agree nor disagree
R_1mbwAksBbHkjRxT,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,Strongly disagree,Strongly disagree,,,,,,,,,Somewhat agree,Strongly agree,,,,,,,,,Somewhat agree,Somewhat agree,,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,,,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
R_5fIoIo9ELuQ1U1M,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,,,,,Neither agree nor disagree,Somewhat disagree,,,,,Somewhat agree,Strongly agree,,,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,,,,,,,,,Strongly agree,Somewhat agree,,,,,,,Somewhat disagree,Neither agree nor disagree,,,,,Strongly agree,Strongly disagree,,,,,,,Somewhat agree,Strongly agree,,,,,,,Strongly agree,Neither agree nor disagree,,,,,,,,,,,Somewhat agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Strongly agree
R_3NDJv5Msv9mPkGK,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,,,,,,,Strongly agree,Somewhat agree,,,,,,,Strongly agree,Neither agree nor disagree,,,,,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,
R_7rGSNqpHRRXGZWh,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,
R_7onYeAhpKiYWobL,,,,,Somewhat agree,Neither agree nor disagree,,,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,Strongly agree,Neither agree nor disagree,,,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,
R_616NzOp9CQR5coo,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,Somewhat disagree,Somewhat disagree,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,,,,,Strongly disagree,Strongly disagree,,,Somewhat disagree,Somewhat disagree,,,,,,,Strongly disagree,Strongly disagree,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,
R_3cl2IMba6u7Q2Nr,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,Strongly agree,Somewhat agree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,,,,Strongly agree,Somewhat disagree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,
R_7jrDLd1FIMqRkxj,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,,,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,,,,,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree
R_3rUW4R8o2RDWKZB,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,
R_1QDFcDrzwXtPhSw,,,,,,,,,Strongly agree,Neither agree nor disagree,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,,,,,,,,Somewhat disagree,Strongly agree,,,,,Strongly agree,Somewhat disagree,,,,,Strongly agree,Somewhat disagree,,,Somewhat agree,Somewhat agree,,,,,,,,,Neither agree nor disagree,Strongly disagree,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,,,Strongly agree,Strongly agree,,,,,,,,,,,Somewhat disagree,Somewhat agree,,,Somewhat disagree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,,,,,,,,,
R_53wlqQMRl8RoPUR,,,,,Neither agree nor disagree,Neither agree nor disagree,,,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,,,,,,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,
R_5iOMXXK1u9zcmXQ,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,,Strongly agree,Strongly agree,,,,,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,Somewhat agree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,
R_1IbBFfixZh63O47,,,,,,,,,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,,,,,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,,Somewhat disagree,Strongly disagree,,,,,,,Somewhat disagree,Somewhat disagree,,,,,,
R_3kvWEB9djiIi0IW,,,Somewhat agree,Strongly agree,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,,,,,Somewhat agree,Somewhat disagree,,,Strongly disagree,Strongly disagree,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,,,Strongly agree,Somewhat agree,,,,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,,,,,Somewhat disagree,Somewhat disagree,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,
R_6G88HMPnMd2CyLe,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,
R_30x9wSvmkEmbVoB,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Somewhat disagree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Neither agree nor disagree,,,,,Strongly agree,Strongly agree,,,,,Somewhat disagree,Somewhat agree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,
R_1mczKBtg2GsAMRr,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,
R_1FenkheohNSgeLu,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,
R_3hrNeSuAdYDCaL7,,,,,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat agree,,,,,,,,,Somewhat agree,Strongly disagree,,,,,,,,,Somewhat agree,Strongly agree,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,,,,,,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,,,Somewhat agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,,,,,Somewhat agree,Strongly agree,,,Somewhat agree,Strongly agree,,,,
R_6hazd14Iv0vRJV7,Somewhat agree,Somewhat agree,,,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,,,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,Neither agree nor disagree,Strongly disagree,,,,,,,,,,,Neither agree nor disagree,Somewhat disagree,,,,,Somewhat disagree,Somewhat disagree,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree
R_5WU8WIr7pguhYVA,,,,,,,Strongly agree,Somewhat agree,,,,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,Somewhat agree,Somewhat disagree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,,,Somewhat agree,Somewhat disagree,,,,,,,,,Strongly agree,Somewhat disagree,,,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat disagree,,,,,,,,,Strongly agree,Strongly disagree,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,,,Strongly agree,Somewhat agree,,,,,Strongly agree,Strongly agree
R_6P7TbV4CF3UQq2I,,,,,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,Strongly agree,Neither agree nor disagree,,,,,,,,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,Somewhat disagree,Somewhat disagree,,,,,,,,,,,Neither agree nor disagree,Strongly agree,,,,,,,Somewhat disagree,Neither agree nor disagree,,,,,,,,,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree
R_6mXDO57GGpQM4Q8,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,,,,
R_3qK9HL1UIzK92MG,,,,,,,,,Somewhat disagree,Somewhat disagree,,,,,Strongly agree,Strongly agree,,,,,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,,Strongly disagree,Somewhat disagree,,,,,,,,,,,,,Somewhat agree,Strongly agree,,,,,Neither agree nor disagree,Strongly disagree,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,Somewhat agree,Strongly disagree,,,,,,,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat agree,Strongly agree,,
R_6NWzqbX4O0AMjJv,,,,,Somewhat agree,Strongly agree,,,,,Strongly agree,Somewhat agree,,,,,,,Somewhat disagree,Strongly disagree,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,,,Strongly agree,Somewhat agree,,,Strongly agree,Strongly agree,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Neither agree nor disagree,,,,,,,,,,,,,,,Strongly agree,Strongly agree,,,Strongly agree,Somewhat agree,,,,,,,Strongly agree,Strongly agree,,,,
R_5dWeWShB7qgdljb,,,Neither agree nor disagree,Neither agree nor disagree,,,Somewhat agree,Somewhat agree,,,Somewhat agree,Somewhat agree,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,Neither agree nor disagree,Neither agree nor disagree,,,Strongly disagree,Strongly disagree,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Somewhat disagree,Somewhat disagree,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,Strongly disagree,Somewhat disagree,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,
R_3zpB5H3IbG7VP2T,,,,,,,Somewhat agree,Somewhat agree,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,Strongly agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neither agree nor disagree,,,Strongly agree,Somewhat agree,,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,,,,,Strongly agree,Strongly agree,,,Somewhat agree,Neither agree nor disagree,,
R_1HvLzzAFpuugjE9,,,Strongly agree,Strongly agree,,,,,,,,,Somewhat agree,Strongly agree,,,Somewhat agree,Strongly disagree,,,,,,,,,,,,,Strongly agree,Strongly disagree,,,,,Strongly disagree,Strongly disagree,,,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,,,,,,,,,Somewhat agree,Strongly disagree,,,,,,,Strongly agree,Strongly agree,,,,,,,,,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,,,Strongly agree,Strongly disagree,,,,,Strongly agree,Strongly agree,,,,,,,Strongly agree,Strongly disagree,,,,,,,,,,